Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2023-11-11 06:31 (-08),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2023-02-26 23:00 (-08),33,109,36%,93,16.76,1.39,35,109.00,,
2023-11-11 06:38 (-08),On Demand,Cody Rigsby,30,Cycling,Music,30 min 90s Pop Ride,2023-11-10 14:24 (-08),229,127,42%,80,17.48,8.74,328,134.00,,
2023-11-11 07:11 (-08),On Demand,Selena Samuela,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2023-11-08 23:00 (-08),,,,,,,29,,,
2023-11-12 10:11 (-08),On Demand,Adrian Williams,10,Strength,Upper Body,10 min Hip Hop Chest & Back Strength,2023-11-10 07:00 (-08),,,,,,,57,,,
2023-11-12 10:24 (-08),On Demand,Callie Gullickson,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-11-07 23:00 (-08),,,,,,,14,,,
2023-11-26 07:52 (-08),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min blink-182 Warm Up Ride,2023-11-16 15:45 (-08),44,74,34%,80,14.19,2.36,67,106.00,,
2023-11-26 08:05 (-08),On Demand,Alex Toussaint,20,Cycling,Low Impact,20 min Low Impact Ride,2023-11-24 03:56 (-08),107,89,35%,84,15.21,5.07,163,115.00,,
2023-11-26 08:26 (-08),On Demand,Alex Toussaint,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-11-16 23:00 (-08),,,,,,,14,,,
2023-11-26 19:30 (-08),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-11-23 05:25 (-08),,,,,,,29,,,
2023-12-03 08:56 (-08),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2023-11-27 23:00 (-08),19,62,29%,93,13.04,1.08,25,94.00,,
2023-12-03 09:02 (-08),On Demand,,None,Cycling,Scenic Ride,5 KM Alaska Lutak Inlet Ride,,53,63,30%,88,13.26,3.11,69,94.00,,
2023-12-03 13:46 (-08),On Demand,Rad Lopez,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2023-11-27 07:00 (-08),,,,,,,57,,,
2023-12-04 07:31 (-08),On Demand,Logan Aldridge,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2023-09-27 22:00 (-08),,,,,,,14,,,
2023-12-04 17:33 (-08),On Demand,Rebecca Kennedy,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2023-12-04 07:00 (-08),,,,,,,57,,,
2023-12-05 06:18 (-08),On Demand,Ben Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2023-11-20 23:00 (-08),27,89,33%,93,15.42,1.28,31,103.00,,
2023-12-05 06:25 (-08),On Demand,Hannah Corbin,20,Cycling,Music,20 min 2010s Ride,2023-12-03 05:24 (-08),130,109,41%,75,16.47,5.49,192,125.00,,
2023-12-06 20:18 (-08),On Demand,Rad Lopez,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-12-04 23:00 (-08),,,,,,,14,,,
2023-12-07 06:30 (-08),On Demand,Robin Arzon,10,Strength,Upper Body,10 min Chest & Back Strength,2023-12-05 06:24 (-08),,,,,,,57,,,
2023-12-09 09:29 (-08),On Demand,Callie Gullickson,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2023-12-06 23:00 (-08),,,,,,,29,,,
2023-12-10 08:58 (-08),On Demand,Ally Love,5,Cycling,Warm Up,5 min Warm Up Ride,2022-06-02 07:00 (-08),24,80,33%,88,14.67,1.22,29,100.00,,
2023-12-10 09:05 (-08),On Demand,Kendall Toole,20,Cycling,Music,20 min EDM Ride,2023-12-10 04:57 (-08),123,102,39%,79,16.02,5.34,166,117.00,,
2023-12-10 09:27 (-08),On Demand,Kendall Toole,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-12-07 23:00 (-08),,,,,,,14,,,
2023-12-10 20:46 (-08),On Demand,Rebecca Kennedy,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-12-04 08:00 (-08),,,,,,,14,,,
2023-12-12 21:06 (-08),On Demand,Matty Maggiacomo,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2023-11-29 23:00 (-08),,,,,,,14,,,
2023-12-13 19:30 (-08),On Demand,Denis Morton,5,Cycling,Warm Up,5 min Warm Up Ride,2023-12-12 08:00 (-08),25,84,33%,92,15.01,1.25,31,101.00,,
2023-12-13 19:36 (-08),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-11-20 22:55 (-08),0,0,0%,0,0,0,0,,,
2023-12-13 19:37 (-08),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-11-20 22:55 (-08),228,127,42%,81,17.35,8.67,312,130.00,,
2023-12-14 21:36 (-08),On Demand,Jermaine Johnson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-12-13 04:17 (-08),,,,,,,29,,,
2023-12-15 18:03 (-08),On Demand,Jenn Sherman,10,Cycling,Warm Up,10 min Warm Up Ride,2023-12-05 08:00 (-08),64,106,36%,88,16.28,2.71,66,105.00,,
2023-12-15 18:16 (-08),On Demand,Jess Sims,20,Strength,Upper Body,20 min Upper Body Strength,2023-12-13 11:00 (-08),,,,,,,114,,,
2023-12-15 18:39 (-08),On Demand,Andy Speer,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-12-13 23:00 (-08),,,,,,,14,,,
2023-12-16 09:30 (-08),On Demand,Jermaine Johnson,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2023-12-06 23:00 (-08),,,,,,,14,,,
2023-12-16 20:56 (-08),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2023-12-12 23:00 (-08),,,,,,,29,,,
2023-12-17 08:33 (-08),On Demand,Callie Gullickson,20,Strength,Upper Body,20 min Strength Roll Call: Upper Body,2023-12-13 04:25 (-08),,,,,,,114,,,
2023-12-17 20:16 (-08),On Demand,Ross Rayburn,10,Stretching,Full Body Stretch,10 min Holiday Full Body Stretch,2023-11-30 23:00 (-08),,,,,,,29,,,
2023-12-18 06:32 (-08),On Demand,Cliff Dwenger,10,Cycling,Warm Up,10 min Lil' Kim Warm Up Ride,2023-06-15 08:00 (-08),47,79,32%,90,14.55,2.42,55,99.00,,
2023-12-18 06:44 (-08),On Demand,Robin Arzon,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2023-12-12 06:22 (-08),,,,,,,57,,,
2023-12-19 19:14 (-08),On Demand,Sam Yo,5,Cycling,Warm Up,5 min Warm Up Ride,2023-12-18 23:00 (-08),34,114,36%,96,16.95,1.41,35,106.00,,
2023-12-19 19:20 (-08),On Demand,Hannah Corbin,30,Cycling,Intervals,30 min Intervals & Arms Ride,2023-12-14 08:55 (-08),223,124,43%,73,16.82,8.41,309,130.00,,
2023-12-21 17:02 (EDT),On Demand,Matty Maggiacomo,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2023-12-21 10:00 (EDT),,,,,,,53,,,
2023-12-21 21:46 (EDT),On Demand,Selena Samuela,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-12-20 02:00 (EDT),,,,,,,13,,,
2023-12-22 14:51 (EDT),On Demand,Callie Gullickson,20,Strength,Upper Body,20 min Strength Roll Call: Upper Body,2023-12-20 07:25 (EDT),,,,,,,107,,,
2023-12-22 15:18 (EDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2022-11-02 08:55 (EDT),,,,,,,27,,,
2023-12-22 20:57 (EDT),On Demand,Matty Maggiacomo,10,Stretching,Full Body Stretch,10 min Evening Stretch,2023-12-22 02:00 (EDT),,,,,,,27,,,
2023-12-23 13:39 (EDT),On Demand,Logan Aldridge,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2023-12-18 10:00 (EDT),,,,,,,108,,,
2023-12-23 14:04 (EDT),On Demand,Selena Samuela,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2023-11-29 02:00 (EDT),,,,,,,13,,,
2023-12-24 20:02 (EDT),On Demand,Rad Lopez,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2023-12-13 17:54 (EDT),,,,,,,108,,,
2023-12-24 21:57 (EDT),On Demand,Matty Maggiacomo,20,Stretching,Full Body Stretch,20 min Evening Stretch,2023-11-21 02:00 (EDT),,,,,,,54,,,
2023-12-28 16:00 (-08),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min blink-182 Warm Up Ride,2023-11-16 15:45 (-08),61,103,36%,87,16.29,2.71,62,103.00,,
2023-12-28 16:13 (-08),On Demand,Matty Maggiacomo,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2023-12-21 07:00 (-08),,,,,,,57,,,
2023-12-29 08:44 (-08),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min blink-182 Warm Up Ride,2023-11-16 15:45 (-08),75,124,40%,84,17.43,2.91,78,112.00,,
2023-12-29 08:56 (-08),On Demand,Kendall Toole,30,Cycling,Theme,30 min Top 50 Music Ride: #50-41,2023-12-26 06:00 (-08),240,133,44%,77,17.70,8.85,336,136.00,,
2023-12-29 09:27 (-08),On Demand,Hannah Corbin,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2023-12-20 23:00 (-08),,,,,,,29,,,
2023-12-30 07:14 (-08),On Demand,Logan Aldridge,20,Strength,Upper Body,20 min Chest & Back Strength,2023-12-19 14:52 (-08),,,,,,,114,,,
2024-01-01 15:39 (-08),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2023-11-27 23:00 (-08),25,85,32%,92,14.85,1.24,30,101.00,,
2024-01-01 15:45 (-08),On Demand,Ally Love,30,Cycling,Theme,30 min Top 50 Music Ride: #40-31,2023-12-27 06:00 (-08),216,120,42%,77,17.16,8.58,258,119.00,,
2024-01-01 20:13 (-08),On Demand,Bradley Rose,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2023-12-21 23:00 (-08),,,,,,,14,,,
2024-01-02 19:54 (-08),On Demand,Logan Aldridge,20,Strength,Upper Body,20 min Upper Body Strength,2024-01-02 15:16 (-08),,,,,,,114,,,
2024-01-11 16:54 (PDT),,,0,Cycling,,Just Ride,,0,64,60%,30,10.81,0.02,1,,,
2024-01-11 16:55 (-08),On Demand,Rebecca Kennedy,20,Cycling,Scenic Ride,20 min Tenerife Canary Islands Ride,,83,69,35%,75,13.65,4.55,111,,,
2024-01-13 10:34 (-08),On Demand,Mariana Fernandez,20,Cycling,Scenic Ride,20 min Puerto Rico Ride,,83,69,36%,71,13.69,4.56,88,86.00,,
2024-01-14 20:03 (-08),On Demand,Adrian Williams,10,Stretching,Lower Body Stretch,10 min Move For You: Lower Body Stretch,2024-01-09 21:00 (-08),,,,,,,29,,,
2024-01-15 07:11 (-08),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Chest & Back Strength,2024-01-10 03:25 (-08),,,,,,,57,,,
2024-01-15 07:23 (-08),On Demand,Emma Lovewell,5,Strength,Core,5 min Core Strength,2024-01-14 10:54 (-08),,,,,,,27,,,
2024-01-15 12:22 (-08),On Demand,Rad Lopez,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-01-14 23:00 (-08),,,,,,,29,,,
2024-01-16 06:07 (-08),On Demand,Selena Samuela,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2024-01-10 23:00 (-08),,,,,,,14,,,
2024-01-16 18:33 (-08),On Demand,Hannah Corbin,5,Cycling,Warm Up,5 min Warm Up Ride,2024-01-16 08:00 (-08),23,78,36%,73,14.44,1.20,22,90.00,,
2024-01-16 18:39 (-08),On Demand,Leanne Hainsby-Alldis,10,Cycling,Intervals,Extra 10: HIIT Ride,2024-01-15 07:00 (-08),78,129,39%,91,17.77,2.96,88,120.00,,
2024-01-17 06:12 (-08),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-01-15 03:59 (-08),,,,,,,29,,,
2024-01-17 18:36 (-08),On Demand,Rad Lopez,20,Strength,Upper Body,20 min Arms & Shoulders Strength,2024-01-16 09:23 (-08),,,,,,,114,,,
2024-01-18 06:05 (-08),On Demand,Andy Speer,5,Stretching,Lower Body Stretch,5 min Lower Body Stretch,2024-01-17 23:00 (-08),,,,,,,14,,,
2024-01-19 18:27 (-08),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-01-12 08:25 (-08),187,104,45%,55,13.73,6.86,234,114.00,,
2024-01-21 10:33 (-08),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2024-01-10 03:45 (-08),,,,,,,57,,,
2024-01-21 10:46 (-08),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Hips,2023-11-07 07:00 (-08),,,,,,,29,,,
2024-01-22 07:46 (-08),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2024-01-09 08:00 (-08),20,68,29%,92,13.58,1.13,24,94.00,,
2024-01-22 07:53 (-08),On Demand,Emma Lovewell,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-01-17 14:27 (-08),209,116,38%,84,16.59,8.29,336,135.00,,
2024-01-22 08:25 (-08),On Demand,Matt Wilpers,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-01-18 23:00 (-08),,,,,,,14,,,
2024-01-22 20:07 (-08),On Demand,Rebecca Kennedy,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2024-01-03 23:00 (-08),,,,,,,29,,,
2024-01-23 18:18 (-08),On Demand,Jermaine Johnson,30,Strength,Upper Body,30 min Upper Body Strength,2024-01-23 03:24 (-08),,,,,,,172,,,
2024-01-24 07:12 (-08),On Demand,Hannah Frankson,20,Cycling,Music,20 min 90s Pop Ride,2024-01-22 22:55 (-08),145,121,39%,86,17.12,5.71,214,132.00,,
2024-01-25 06:15 (-08),On Demand,Bradley Rose,10,Cycling,Warm Up,10 min blink-182 Warm Up Ride,2023-11-16 15:45 (-08),45,75,34%,80,14.27,2.38,62,103.00,,
2024-01-25 06:27 (-08),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2024-01-24 07:00 (-08),,,,,,,57,,,
2024-01-27 19:36 (-08),On Demand,Matty Maggiacomo,20,Stretching,Full Body Stretch,20 min P!nk Full Body Stretch,2024-01-25 07:00 (-08),,,,,,,57,,,
2024-02-07 20:14 (-08),On Demand,Matty Maggiacomo,10,Stretching,Full Body Stretch,10 min Evening Stretch,2024-02-01 23:00 (-08),,,,,,,21,,,
2024-02-08 07:16 (-08),On Demand,Ally Love,5,Cycling,Warm Up,5 min Warm Up Ride,2024-01-30 08:00 (-08),24,81,32%,88,14.75,1.23,36,109.00,,
2024-02-08 07:22 (-08),On Demand,Christine D'Ercole,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2024-01-29 07:00 (-08),46,76,36%,73,14.26,2.38,76,112.00,,
2024-02-12 08:01 (-08),On Demand,Tunde Oyeneyin,5,Cycling,Warm Up,5 min Warm Up Ride,2024-02-06 08:00 (-08),24,80,33%,87,14.76,1.23,29,100.00,,
2024-02-12 08:07 (-08),On Demand,Sam Yo,30,Cycling,Theme,30 min Lunar New Year Ride,2024-02-11 01:55 (-08),197,109,40%,79,16.62,8.31,252,117.00,,
2024-02-13 08:33 (-08),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2024-02-13 08:00 (-08),20,66,28%,97,13.42,1.12,26,97.00,,
2024-02-13 08:39 (-08),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-02-12 23:00 (-08),169,94,40%,67,14.22,7.11,251,117.00,,
2024-02-13 21:10 (-08),On Demand,Denis Morton,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-02-08 23:00 (-08),,,,,,,14,,,
2024-02-14 08:03 (-08),On Demand,Jermaine Johnson,10,Strength,Upper Body,10 min Chest & Back Strength,2024-02-13 03:25 (-08),,,,,,,57,,,
2024-02-15 06:57 (-08),On Demand,Selena Samuela,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2024-02-09 14:57 (-08),,,,,,,57,,,
2024-02-15 20:15 (-08),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-02-14 04:05 (-08),,,,,,,29,,,
2024-02-16 06:41 (-08),On Demand,Callie Gullickson,10,Strength,Upper Body,10 min Strength Roll Call: Upper Body,2024-02-07 04:24 (-08),,,,,,,57,,,
2024-02-16 08:00 (-08),On Demand,,45,Cycling,Scenic Ride,45 min Chicago Lakefront Trail Ride,,192,71,33%,82,13.90,10.42,225,95.00,,
2024-02-16 08:46 (-08),On Demand,Ally Love,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-02-15 23:00 (-08),,,,,,,14,,,
2024-02-16 19:59 (-08),On Demand,Logan Aldridge,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2024-02-15 23:00 (-08),,,,,,,29,,,
2024-02-17 10:28 (-08),On Demand,Ben Alldis,20,Strength,Upper Body,20 min Chest & Back Strength,2024-01-31 03:25 (-08),,,,,,,114,,,
2024-02-17 14:31 (-08),On Demand,Bradley Rose,15,Cycling,Low Impact,15 min Low Impact Ride,2024-02-16 10:54 (-08),45,50,29%,79,11.98,3.00,62,88.00,,
2024-02-18 19:30 (-08),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Quads & Hamstrings,2024-02-14 07:00 (-08),,,,,,,29,,,
2024-02-19 07:29 (-08),On Demand,Hannah Corbin,5,Cycling,Warm Up,5 min Warm Up Ride,2024-01-16 08:00 (-08),23,77,37%,72,14.46,1.21,31,,,
2024-02-19 07:35 (-08),On Demand,Bradley Rose,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-02-08 03:55 (-08),163,90,39%,65,13.62,6.81,219,,,
2024-02-19 20:15 (-08),On Demand,Hannah Frankson,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2024-02-05 23:00 (-08),,,,,,,14,,,
2024-02-20 08:25 (-08),On Demand,Robin Arzon,20,Strength,Upper Body,20 min Upper Body Strength,2024-02-13 06:24 (-08),,,,,,,114,,,
2024-02-26 06:08 (-08),On Demand,Christine D'Ercole,10,Cycling,Warm Up,10 min Warm Up Ride,2024-02-20 08:00 (-08),43,72,30%,91,13.72,2.29,58,,,
2024-02-26 06:19 (-08),On Demand,Bradley Rose,15,Cycling,Music,15 min 2010s Pop Ride,2024-02-23 10:30 (-08),86,96,39%,79,15.65,3.91,115,,,
2024-02-26 06:36 (-08),On Demand,Hannah Corbin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-02-20 23:00 (-08),,,,,,,14,,,
2024-02-26 19:26 (-08),On Demand,Adrian Williams,10,Stretching,Full Body Stretch,10 min Afrobeats Full Body Stretch,2024-02-25 23:00 (-08),,,,,,,29,,,
2024-02-27 18:32 (-08),On Demand,Camila Ramon,5,Cycling,Warm Up,5 min Warm Up Ride,2024-02-27 08:00 (-08),35,115,42%,78,17.00,1.42,46,,,
2024-02-27 18:39 (-08),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2024-02-26 03:45 (-08),,,,,,,57,,,
2024-03-01 05:53 (-08),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2024-02-13 08:00 (-08),21,70,29%,95,13.61,1.13,28,,,
2024-03-01 05:59 (-08),On Demand,Ben Alldis,30,Cycling,Music,30 min Fatboy Slim Ride,2024-02-29 11:24 (-08),242,135,44%,77,17.81,8.90,325,,,
2024-03-02 07:40 (-08),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 06:00 (-08),,,,,,,14,,,
2024-03-02 07:45 (-08),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 06:00 (-08),,,,,,,57,,,
2024-03-02 12:53 (-08),On Demand,Jon Hosking,20,Cycling,Scenic Ride,20 min Scotland Kinloch Hourn Ride,,123,103,40%,79,16.19,5.40,166,,,
2024-03-02 13:15 (-08),On Demand,Ben Alldis,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-02-29 23:00 (-08),,,,,,,14,,,
2024-03-03 20:25 (-08),On Demand,Matty Maggiacomo,20,Stretching,Full Body Stretch,20 min Evening Stretch,2024-02-29 23:00 (-08),,,,,,,57,,,
2024-03-04 06:29 (-08),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 06:00 (-08),,,,,,,29,,,
2024-03-04 06:35 (-08),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 06:00 (-08),,,,,,,57,,,
2024-03-04 20:21 (-08),On Demand,Logan Aldridge,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-03-03 23:00 (-08),,,,,,,29,,,
2024-03-05 06:01 (-08),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2024-03-04 23:00 (-08),23,77,31%,92,14.31,1.19,31,,,
2024-03-05 06:07 (-08),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-02-22 14:24 (-08),178,99,44%,59,13.78,6.89,239,,,
2024-03-05 20:28 (-08),On Demand,Callie Gullickson,5,Stretching,Upper Body Stretch,5 min Upper Body Stretch,2024-02-20 23:00 (-08),,,,,,,14,,,
2024-03-09 07:04 (-08),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 06:00 (-08),,,,,,,28,,,
2024-03-09 07:12 (-08),On Demand,Matty Maggiacomo,20,Strength,Upper Body,20 min Upper Body Strength,2024-02-29 07:00 (-08),,,,,,,114,,,
2024-03-09 10:33 (-08),On Demand,Hannah Frankson,30,Cycling,Scenic Ride,30 min London Ride,,145,81,35%,81,14.48,7.24,176,101.00,,
2024-03-09 19:07 (-08),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Quads & Hamstrings,2023-12-05 07:00 (-08),,,,,,,29,,,
2024-03-09 19:18 (-08),On Demand,Hannah Corbin,10,Stretching,Foam Rolling,10 min Foam Rolling: Upper Body,2024-02-06 07:00 (-08),,,,,,,29,,,
2024-03-10 20:18 (-07),On Demand,Callie Gullickson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-03-08 00:00 (-07),,,,,,,29,,,
2024-03-11 06:39 (-07),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 07:00 (-07),,,,,,,14,,,
2024-03-11 06:44 (-07),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,57,,,
2024-03-11 19:12 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2024-03-05 00:00 (-07),23,77,32%,90,14.35,1.19,27,97.00,,
2024-03-11 19:18 (-07),On Demand,Emma Lovewell,30,Cycling,Music,30 min EDM Ride,2024-03-10 07:25 (-07),238,132,44%,77,17.68,8.84,269,121.00,,
2024-03-12 19:18 (-07),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 07:00 (-07),,,,,,,14,,,
2024-03-12 19:24 (-07),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,57,,,
2024-03-12 21:37 (-07),On Demand,Jess King,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-03-12 00:00 (-07),,,,,,,29,,,
2024-03-19 06:19 (-07),On Demand,Olivia Amato,5,Cycling,Warm Up,5 min Warm Up Ride,2024-03-12 08:00 (-07),26,87,35%,86,15.13,1.26,35,,,
2024-03-19 06:25 (-07),On Demand,,None,Cycling,Scenic Ride,5 KM Alaska Girwood Ride,,59,76,33%,84,14.41,3.11,79,,,
2024-03-19 06:39 (-07),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-03-14 23:30 (-07),,,,,,,14,,,
2024-03-22 09:04 (-07),On Demand,Matty Maggiacomo,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2024-03-14 00:00 (-07),,,,,,,29,,,
2024-03-23 09:35 (-07),On Demand,Alex Toussaint,10,Cycling,Warm Up,10 min Warm Up Ride,2024-03-19 08:00 (-07),56,94,34%,91,15.52,2.59,89,122.00,,
2024-03-23 09:47 (-07),On Demand,Ally Love,30,Cycling,Intervals,30 min Intervals & Arms Ride,2024-03-19 02:53 (-07),178,99,42%,64,14.14,7.07,324,133.00,,
2024-03-23 10:18 (-07),On Demand,Jenn Sherman,5,Cycling,Cool Down,5 min Cool Down Ride,2024-03-13 08:00 (-07),18,60,33%,71,12.92,1.07,42,118.00,,
2024-03-23 10:24 (-07),On Demand,Camila Ramon,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-03-22 00:00 (-07),,,,,,,14,,,
2024-03-24 12:24 (-07),On Demand,Olivia Amato,5,Cycling,Warm Up,5 min Warm Up Ride,2024-03-12 08:00 (-07),33,112,37%,88,16.48,1.37,45,,,
2024-03-24 12:30 (-07),On Demand,,20,Cycling,Scenic Ride,20 min Osnabruck Ride,,103,86,32%,95,15.23,5.07,139,,,
2024-03-24 12:51 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-03-20 00:00 (-07),,,,,,,14,,,
2024-03-24 19:20 (-07),On Demand,Andy Speer,15,Stretching,Full Body Stretch,15 min Full Body Stretch,2024-03-18 00:00 (-07),,,,,,,43,,,
2024-03-25 21:46 (-07),On Demand,Ally Love,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-03-25 00:00 (-07),,,,,,,29,,,
2024-03-26 05:38 (-07),On Demand,Matt Wilpers,5,Cycling,Warm Up,5 min Warm Up Ride,2024-02-13 09:00 (-07),23,77,30%,93,14.28,1.19,31,103.00,,
2024-03-26 05:44 (-07),On Demand,Cody Rigsby,10,Cycling,Low Impact,Extra 10: Low Impact Ride,2024-03-25 07:00 (-07),52,87,37%,75,14.75,2.46,62,103.00,,
2024-03-26 05:56 (-07),On Demand,Olivia Amato,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2024-03-08 00:00 (-07),,,,,,,14,,,
2024-03-28 21:05 (-07),On Demand,Logan Aldridge,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2024-03-21 00:00 (-07),,,,,,,29,,,
2024-03-30 19:40 (-07),On Demand,Hannah Corbin,20,Stretching,Full Body Stretch,20 min Cardi B Full Body Stretch,2024-03-28 07:00 (-07),,,,,,,35,,,
2024-04-03 06:36 (-07),On Demand,Callie Gullickson,10,Strength,Upper Body,10 min Strength Roll Call: Upper Body,2024-04-03 04:30 (-07),,,,,,,57,,,
2024-04-03 20:37 (-07),On Demand,Jermaine Johnson,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2024-04-01 23:00 (-07),,,,,,,29,,,
2024-04-04 19:15 (-07),On Demand,,None,Cycling,Scenic Ride,10 KM Alaska Hatcher Pass Ride,,136,96,38%,80,15.85,6.21,150,104.00,,
